1998-04-02T00:00:02.5   92.000029   -7.446   3.688   0.021    6.906   4.616   0.225    0.017    933.19 -1585.00   108.50  -1840.59   -21.46    81.18  1
1998-04-02T00:00:07.5   92.000087   -7.453   3.664   0.343    6.883   4.626   0.548    0.030    932.90 -1584.61   116.64  -1840.23   -21.61    89.33  1
1998-04-02T00:00:12.5   92.000145   -7.473   3.689   0.301    6.916   4.632   0.506    0.022    932.59 -1584.20   124.77  -1839.83   -21.75    97.47  1
1998-04-02T00:00:17.5   92.000203   -7.624   3.728   0.086    7.028   4.749   0.295    0.076    932.26 -1583.75   132.90  -1839.40   -21.89   105.60  1
1998-04-02T00:00:22.5   92.000260   -7.879   3.524  -0.260    6.983   5.079  -0.044    0.069    931.91 -1583.27   141.03  -1838.93   -22.03   113.73  1
1998-04-02T00:00:27.5   92.000318   -7.975   3.558  -0.305    7.061   5.146  -0.086    0.035    931.54 -1582.76   149.15  -1838.43   -22.17   121.86  1
1998-04-02T00:00:32.5   92.000376   -7.756   3.846  -0.139    7.199   4.810   0.074    0.035    931.16 -1582.22   157.27  -1837.89   -22.32   129.99  1
1998-04-02T00:00:37.5   92.000434   -7.543   4.017   0.118    7.237   4.534   0.326    0.024    930.76 -1581.65   165.39  -1837.31   -22.46   138.11  1
1998-04-02T00:00:42.5   92.000492   -7.578   4.042   0.204    7.275   4.550   0.412    0.033    930.34 -1581.06   173.50  -1836.71   -22.60   146.23  1
1998-04-02T00:00:47.5   92.000550   -7.748   4.151   0.294    7.453   4.641   0.508    0.074    929.91 -1580.43   181.60  -1836.06   -22.74   154.35  1
1998-04-02T00:00:52.5   92.000608   -7.837   3.895   0.054    7.278   4.851   0.270    0.028    929.45 -1579.77   189.71  -1835.38   -22.88   162.46  1
1998-04-02T00:00:57.5   92.000666   -7.972   3.584  -0.286    7.081   5.132  -0.067    0.032    928.98 -1579.08   197.81  -1834.67   -23.02   170.57  1
1998-04-02T00:01:02.5   92.000723   -7.852   3.458  -0.789    6.920   5.102  -0.574    0.029    928.49 -1578.36   205.90  -1833.91   -23.15   178.68  1
1998-04-02T00:01:07.5   92.000781   -7.610   3.538  -1.055    6.872   4.858  -0.846    0.053    927.98 -1577.60   214.00  -1833.12   -23.29   186.78  1
1998-04-02T00:01:12.5   92.000839   -7.424   3.538  -0.846    6.777   4.692  -0.642    0.048    927.45 -1576.81   222.09  -1832.29   -23.43   194.88  1
1998-04-02T00:01:17.5   92.000897   -7.514   3.426  -0.530    6.720   4.818  -0.323    0.038    926.90 -1576.00   230.17  -1831.43   -23.57   202.98  1
1998-04-02T00:01:22.5   92.000955   -7.709   3.291  -0.321    6.696   5.051  -0.110    0.018    926.34 -1575.15   238.25  -1830.53   -23.70   211.08  1
1998-04-02T00:01:27.5   92.001013   -7.805   2.993  -0.477    6.488   5.286  -0.264    0.029    925.75 -1574.27   246.33  -1829.59   -23.84   219.17  1
1998-04-02T00:01:32.5   92.001071   -7.798   2.720  -0.703    6.251   5.421  -0.490    0.045    925.15 -1573.36   254.40  -1828.62   -23.98   227.25  1
1998-04-02T00:01:37.5   92.001128   -7.803   2.563  -0.715    6.118   5.503  -0.502    0.023    924.53 -1572.42   262.47  -1827.62   -24.11   235.33  1
1998-04-02T00:01:42.5   92.001186   -7.809   2.569  -0.540    6.123   5.502  -0.327    0.034    923.90 -1571.45   270.53  -1826.58   -24.25   243.41  1
